Nom de la gare,Code UIC complet,Année,Total Voyageurs
Le Molay-Littry,87444083,2015,23771
Le Plessis Chenet,87681627,2015,45980
Le Theil - La Rouge,87396333,2015,21490
Le Toec,87353573,2015,3717
Le Tréport - Mers-les-Bains,87317529,2015,56461
Leforest,87345223,2015,222919
Lens,87345025,2015,1599323
Lépin-le-Lac - La Bauche,87741439,2015,60382
Les Ardoines,87492108,2015,2462788
Les Fontinettes,87317305,2015,22148
Les Grésillons,87272146,2015,2446842
Les Islettes,87175711,2015,154
Les Laumes Alésia,87713115,2015,166751
Les Martres-de-Veyre,87734178,2015,167838
Les Praz de Chamonix,87746826,2015,5497
Les Quatre-Routes-du-Lot,87594564,2015,2784
Les Sables Blancs,87476267,2015,207
Lesseux - Frapelle,87144329,2015,344
Lézignan-Corbières,87615112,2015,90191
Liart,87172544,2015,22
Liesle,87718130,2015,8435
Lille CHR,87109306,2015,216828
Limeyrat,87595553,2015,674
Limoux,87615161,2015,6786
L'Isle-d'Abeau,87761239,2015,229555
L'Isle-sur-le-Doubs,87184572,2015,92421
Liverdun,87141069,2015,18548
Livry-sur-Seine,87682401,2015,93577
Longroy - Gamaches,87313817,2015,3376
Longuerue - Vieux-Manoir,87411447,2015,13770
Longuyon,87194274,2015,73542
Lothiers,87597104,2015,955
Lourches,87343475,2015,10803
Lourdes,87671339,2015,418492
Loures - Barbazan,87611178,2015,1389
Louroux-de-Bouble,87641050,2015,3372
Lozanne,87721423,2015,311082
Luçay-le-Mâle,87576363,2015,15277
Ludon-Médoc,87581181,2015,26090
Lutterbach,87182667,2015,65370
Luzenac - Garanou,87611558,2015,9369
Lycée Henri Sellier,87988717,2015,1288152
Lyon Saint-Paul,87721159,2015,1186092
Machecoul,87481366,2015,48422
Mâcon Loché TGV,87725705,2015,426960
Magnac - Vicq,87592279,2015,14010
Magnette,87641365,2015,2356
Mailly-la-Ville,87683847,2015,2584
Maizières-lès-Metz,87191106,2015,247054
Malause,87611871,2015,1263
Mantes-la-Jolie,87381509,2015,9474592
Marcelcave,87313445,2015,40878
Marigny,87485334,2015,9236
Marmande,87586545,2015,433512
Marquette,87287169,2015,6
Maurois,87345546,2015,1118
Mazamet,87615542,2015,60454
Ménil Flin,87141390,2015,2019
Mérens-les-Vals,87611525,2015,2236
Méricourt - Ribemont,87313064,2015,29761
Mervans,87713701,2015,7124
Mesves - Bulcy,87696187,2015,5750
Metz Nord,87192070,2015,17291
Metzervisse,87191338,2015,6867
Meung-sur-Loire,87574137,2015,281010
Meursault,87713560,2015,16038
Meyrargues,87751370,2015,68670
Milhaud,87775098,2015,2195
Millas,87784546,2015,364
Milly-sur-Thérain,87313700,2015,8988
Miramas,87753004,2015,636861
Modane,87742007,2015,195519
Monsempron-Libos,87586453,2015,45076
Montaigu,87481465,2015,322737
Montargis,87684001,2015,1588011
Montbizot,87396044,2015,29633
Montchanin,87694307,2015,100200
Mont-de-Marsan,87671016,2015,280991
Montérolier - Buchy,87411454,2015,33569
Monteux,87765818,2015,45716
Montfort-l'Amaury - Méré,87393892,2015,645654
Montigny-sur-Loing,87684100,2015,216959
Montmédy,87194209,2015,9503
Montmélian,87741181,2015,470609
Montreuil sur Mer,87317164,2015,57554
Mont-sur-Meurthe,87141143,2015,12404
Mormant,87116087,2015,417233
Morre,87391300,2015,11412
Moulis - Listrac,87581231,2015,17014
Muhlbach-sur-Munster,87182733,2015,31602
Muizon,87171298,2015,83049
Munster,87182394,2015,274483
Musée d'Orsay,87547307,2015,5514887
Najac,87613463,2015,7567
Namps - Quevauvillers,87313379,2015,1084
Nérondes,87576454,2015,22791
Nesle,87313486,2015,66017
Neufchâteau,87141291,2015,80707
Neuillé-Pont-Pierre,87571547,2015,18864
Nézel - Aulnay,87381731,2015,79481
Nice Saint-Augustin,87756254,2015,1076577
Niederbronn-les-Bains,87213256,2015,129231
Nîmes,87775007,2015,3794045
Nîmes Pont du Gard,87703975,2015,0
Nointel - Mours,87276758,2015,397988
Noisy-le-Roi,87393876,2015,253878
Nonancourt,87393553,2015,14725
Nortkerque,87287292,2015,2749
Nouan-le-Fuzelier,87543157,2015,39077
Nouvion-sur-Meuse,87172213,2015,60999
Noyon,87276782,2015,582612
Nuits sous Ravières,87713156,2015,31124
Nurieux-Volognat,87743351,2015,24107
Oloron-Sainte-Marie,87672725,2015,93882
Onville,87192435,2015,11298
Orléans,87543009,2015,3557414
Ouges,87712604,2015,8819
Oyonnax,87743534,2015,103838
Pagny-sur-Meuse,87175828,2015,3962
Paray-le-Monial,87694687,2015,137357
Parc des Expositions,87271486,2015,2582285
Paris Bercy Bourgogne - Pays d'Auvergne,87686667,2015,3823448
Paris Gare de Lyon,87686006,2015,111506043
Parsac - Gouzon,87597724,2015,231
Pau,87672006,2015,806310
Penhoët,87321745,2015,30736
Penne-d'Agenais,87586438,2015,19069
Persan - Beaumont,87276469,2015,3487981
Pertuis,87751362,2015,51241
Picquigny,87313106,2015,70293
Pierre-Bénite,87722231,2015,31180
Pierrelatte,87764308,2015,286326
Pierreville,87141556,2015,1906
Planès,87784785,2015,638
Pleudihen-sur-Rance,87478149,2015,1588
Plouharnel - Carnac,87476416,2015,2590
Plounérin,87473199,2015,620
Poliénas,87761742,2015,23765
Pont Cardinet,87381111,2015,3511372
Pont de Dore,87734459,2015,68005
Pontchâteau,87481846,2015,234195
Pont-d'Ain,87743120,2015,24354
Pont-de-Veyle,87725804,2015,47317
Pont-du-Casse,87586404,2015,237
Pontmort,87734103,2015,25693
Pontoise,87276139,2015,7392889
Pont-Remy,87313130,2015,17444
Port-Brillet,87478750,2015,61758
Port-la-Nouvelle,87781062,2015,74666
Pouilly-sur-Loire,87696179,2015,10062
Pouxeux,87144428,2015,5278
Quédillac,87473058,2015,9223
Questembert,87476671,2015,110266
Raedersheim,87182717,2015,43876
Rai - Aube,87444620,2015,34
Raismes,87343319,2015,37624
Ranspach,87182402,2015,22381
Razac-sur-l'Isle,87595223,2015,6424
Réding,87215079,2015,33952
Redon,87471300,2015,811897
Régny,87721050,2015,30071
Remise à Jorelle,87988709,2015,666150
Retiers,87471359,2015,89786
Revigny-sur-Ornain,87175018,2015,99365
Revin,87172080,2015,230865
Rieux - Angicourt,87276352,2015,152857
Rombas - Clouange,87191734,2015,71512
Rosheim,87214320,2015,191057
Rosny Bois Perrier,87113696,2015,6381483
Rosporden,87474155,2015,150292
Rountzenheim,87212373,2015,34186
Royat - Chamalières,87734038,2015,4031
Ruelle-sur-Touvre,87583203,2015,6692
Ruffey-lès-Echirey,87713826,2015,17446
Rungis La Fraternelle,87546291,2015,816513
Saillans,87761817,2015,9405
Saint-Amand-les-Eaux,87343103,2015,679655
Saint-Amour,87718296,2015,40849
Saint-André-de-Corcy,87723734,2015,237176
Saint-Antoine,87751826,2015,30930
Saint-Antoine-du-Rocher,87571539,2015,21199
Saint-Avold,87193318,2015,267007
Saint-Béron - La Bridoire,87741454,2015,17741
Saint-Brieuc,87473009,2015,1217908
Saint-Césaire,87775072,2015,10413
Saint-Clair - Les Roches,87722652,2015,430657
Saint-Claude,87743633,2015,33303
Saint-Cyprien Arènes,87446179,2015,304711
Saint-Cyr Les Lecques - La Cadière,87755215,2015,313556
Saint-Dalmas de Tende,87756866,2015,7171
Sainte-Colombe,87715151,2015,13097
Sainte-Gauburge,87444604,2015,3578
Sainte-Marthe en Provence,87751842,2015,57591
Saint-Florent-sur-Cher,87576272,2015,17712
Saint-Georges-de-Luzençon,87783423,2015,11473
Saint-Georges-de-Reneins,87721340,2015,63468
Saint-Germain-en-Laye Bel-Air - Fourqueux,87366922,2015,259013
Saint-Gildas-des-Bois,87476762,2015,43785
Saint-Gilles Lycée Haut-Rhin,87181552,2015,67659
Saint-Gilles-Croix-de-Vie,87486571,2015,61724
Saint-Jean-de-Luz - Ciboure,87677120,2015,313339
Saint-Laurent-d'Aigouze,87775841,2015,607
Saint-Laurent-de-la-Prée - Fouras,87485136,2015,31888
Saint-Leu-d'Esserent,87276402,2015,129788
Saint-Louis les Aygalades,87751644,2015,30
Saint-Maixent-L'École,87485490,2015,201952
Saint-Mariens - Saint-Yzan,87491209,2015,115857
Saint-Mars-la-Brière,87396283,2015,16442
Saint-Martin-de-Crau,87753681,2015,89200
Saint-Nabord,87146217,2015,2351
Saint-Nom-la-Bretèche Forêt de Marly,87382481,2015,1426316
Saint-Ouen,87271247,2015,3942411
Saint-Patrice,87571810,2015,8861
Saint-Raphaël,87757526,2015,1220277
Saint-Remy-en-l'Eau,87313288,2015,632
Saint-Saturnin-lès-Avignon,87765438,2015,19959
Saint-Saviol,87575365,2015,36325
Saint-Sébastien Frêne Rond,87354597,2015,15863
Saint-Sébastien Pas Enchantés,87354589,2015,25589
Saint-Seurin-sur-l'Isle,87584615,2015,113359
Saint-Thégonnec,87474312,2015,536
Saint-Victor - Thizy,87721043,2015,18268
Saint-Vincent le Château,87734715,2015,11129
Saint-Vincent-de-Tyrosse,87673277,2015,140132
Sallaumines,87345215,2015,17301
Sannois,87276188,2015,3270836
Santeuil - Le Perchay,87381186,2015,39355
Saône,87718502,2015,30774
Sarliève - Cournon,87734152,2015,38706
Sarralbe,87193714,2015,4459
Sarre-Union,87215459,2015,130544
Sartrouville,87386417,2015,11523782
Saulon,87713628,2015,11223
Savonnières,87571844,2015,3017
Sceaux - Boëssé,87396317,2015,5511
Scherwiller,87214205,2015,6655
Schirmeck - La Broque,87214692,2015,321455
Schwindratzheim,87212159,2015,67383
Sées,87444695,2015,92300
Sénas,87753715,2015,19725
Sérézin-du-Rhône,87722546,2015,185564
Servoz,87746719,2015,11302
Seugy,87272039,2015,55410
Sevran - Livry,87271429,2015,5932168
Sierentz,87182105,2015,251559
Siorac-en-Périgord,87595769,2015,6911
Solliès-Pont,87755330,2015,50325
Sotteville-lès-Rouen,87411223,2015,17261
Stephansfeld,87212126,2015,37920
Strasbourg Roethig,87212191,2015,61980
Survilliers - Fosses,87276261,2015,2050303
Sury-le-Comtal,87726422,2015,21352
Tacoignières - Richebourg,87393454,2015,186160
Tantonville,87141598,2015,391
Tarascon-sur-Ariège,87611590,2015,49294
Templeuve,87286625,2015,564443
Tessonnières,87615245,2015,4302
Thann Centre,87472605,2015,25570
Thézy-Glimont,87316125,2015,18617
Thiennes,87342287,2015,2180
Thieux - Nantouillet,87272054,2015,20529
Thiviers,87595124,2015,115606
Thouaré-sur-Loire,87481143,2015,28114
Thuès les Bains,87784744,2015,354
Tiercé,87484147,2015,146906
Torfou-Sèvremoine,87486894,2015,7652
Touët-de-l'Escarène,87756817,2015,2019
Toulouse Matabiau,87611004,2015,10010314
Tours,87571000,2015,4755405
Trappes,87393835,2015,4341910
Trilport,87116491,2015,1211959
Trith-Saint-Léger,87343400,2015,9793
Tronsanges,87696203,2015,4861
Troyes,87118000,2015,1001917
Turenne,87594556,2015,400
Uchaud,87775106,2015,2275
Urt,87672386,2015,2153
Val de Fontenay,87113712,2015,17396627
Val-de-Vesle,87171611,2015,13162
Valence,87761007,2015,2120883
Valleroy - Moineville,87192732,2015,11184
Vallorcine,87746875,2015,8620
Valognes,87447284,2015,251567
Vanves - Malakoff,87391532,2015,1409674
Varades - Saint-Florent le Vieil,87484386,2015,89040
Varangéville - Saint-Nicolas,87141101,2015,253934
Varennes-sur-Fouzon,87576231,2015,2181
Vauboyen,87393538,2015,212014
Vaulry,87592451,2015,115
Vendeuvre-sur-Barse,87118257,2015,43824
Vendôme - Villiers-sur-Loir TGV,87571216,2015,426558
Verdun,87175778,2015,137033
Verrey-sous-Salmaise,87713081,2015,25966
Versailles Rive Droite,87382861,2015,5357929
Vert Galant,87271437,2015,8215190
Veynes Dévoluy,87763300,2015,92178
Viarmes,87276568,2015,264164
Vic - Mireval,87773531,2015,15990
Vichy,87732008,2015,1265848
Vielmur-sur-Agout,87615492,2015,24362
Vignols - Saint-Solve,87594655,2015,365
Villefranche-de-Rouergue,87613893,2015,69147
Villefranche-sur-Mer,87756361,2015,407823
Villefranque,87673616,2015,280
Villenave-d'Ornon,87581835,2015,9619
Villeneuve-le-Roi,87545277,2015,1629780
Villeneuve-lès-Maguelone,87773515,2015,9789
Villeparisis - Mitry-le-Neuf,87271510,2015,4124084
Villepinte,87271452,2015,2254753
Villereversure,87743328,2015,5430
Vincelles,87683631,2015,2922
Vincey,87144063,2015,26350
Vire,87448159,2015,74891
Vireux-Molhain,87172114,2015,61673
Viroflay Rive Gauche,87393215,2015,4389157
Vitrolles Aéroport Marseille Provence,87439554,2015,640000
Viviez - Decazeville,87613661,2015,18483
Vivonne,87575290,2015,43995
Watten - Éperlecques,87281436,2015,95658
Xeuilley,87141549,2015,4643
Yerres,87682112,2015,3764066
Ygos-Saint-Saturnin,87671487,2015,22433
Yvetot,87413385,2015,934997
Abbeville,87317362,2015,758410
Achères Ville,87381657,2015,3389509
Aéroport Charles de Gaulle 1,87271460,2015,6226179
Aigrefeuille-d'Aunis,87485193,2015,0
Aigues-Mortes,87775858,2015,3917
Ailly-sur-Somme,87313098,2015,130027
Aiserey,87713636,2015,26267
Aix-en-Provence TGV,87319012,2015,3388402
Ambérieu-en-Bugey,87743716,2015,1195489
Amiens,87313874,2015,5324980
Ancy-sur-Moselle,87192419,2015,53552
Angoulême,87583005,2015,1717696
Anizy - Pinon,87296566,2015,87381
Anthéor Cap Roux,87757567,2015,4098
Arbois,87718155,2015,50090
Arcy-sur-Cure,87683680,2015,2249
Argenteuil,87381848,2015,14929217
Argentière,87746859,2015,16513
Arleux,87345421,2015,51057
Artenay,87543058,2015,61368
Arvant,87734251,2015,43701
Assier,87613075,2015,10321
Aubiet,87611764,2015,8221
Aubigné-Racan,87396572,2015,18342
Aubin-Saint-Vaast,87316604,2015,46
Aubusson,87597823,2015,7745
Audrieu,87444059,2015,16984
Aulnat Aéroport,87562421,2015,14703
Aulnoye-Aymeries,87295600,2015,604945
Aurillac,87645002,2015,160641
Auterive,87611384,2015,410463
Autun,87694570,2015,74269
Auxerre Saint-Gervais,87683573,2015,418853
Avesnelles,87295725,2015,6201
Avignon TGV,87318964,2015,3865578
Bailleau-le-Pin,87394411,2015,77159
Balsièges,87111864,2015,3
Banassac - La Canourgue,87783324,2015,4541
Banyuls-sur-Mer,87784298,2015,73499
Barr,87214247,2015,302911
Barsac,87582759,2015,23455
Base Aérienne,87699223,2015,0
Bassens,87581850,2015,16097
Bayeux,87444067,2015,555799
Bayon,87141218,2015,146075
Beau Marais,87317610,2015,1292
Beaune,87713545,2015,940402
Belle-Isle - Bégard,87473165,2015,3489
Belleville-sur-Vie,87486142,2015,49298
Bellevue,87393116,2015,1360814
Bénesse-Maremne,87673285,2015,7184
Bengy-sur-Craon,87576447,2015,7331
Bessancourt,87276642,2015,635190
Bétaille,87594747,2015,70
Beynes,87393363,2015,169429
Beynost,87723544,2015,181868
Biache-Saint-Vaast,87342097,2015,60233
Biarritz,87673400,2015,422384
Bidos,87691949,2015,0
Blangy-sur-Bresle,87313809,2015,32310
Bohain-en-Vermandois,87296269,2015,162216
Bois-le-Roi,87682203,2015,1287788
Boisleux-au-Mont,87342071,2015,1478
Boissy-l'Aillerie,87381152,2015,233191
Bolbec - Nointot,87413351,2015,9072
Bologne,87142224,2015,3077
Bonnemain,87478065,2015,6891
Bonneville,87746339,2015,196041
Bords,87491019,2015,9671
Bouray,87545178,2015,1408495
Bourg-Saint-Maurice,87741793,2015,335530
Bouy,87174433,2015,908
Bouzonville,87193177,2015,30252
Breitenbach-Haut-Rhin,87182659,2015,31894
Bressuire,87487249,2015,28442
Bretteville - Norrey,87444042,2015,19555
Brioude,87734269,2015,87560
Broye,87694166,2015,5896
Brunoy,87682120,2015,4604922
Bussac-Forêt,87491191,2015,2949
Cadaujac,87582684,2015,41806
Cap-d'Ail,87756395,2015,67959
Carentan,87447243,2015,200110
Carnoules,87755371,2015,92675
Carry-le-Rouet,87753566,2015,87905
Cenon,87581595,2015,348409
Cerbère,87785006,2015,58653
Cercottes,87543033,2015,29910
Cercy-la-Tour,87696492,2015,34819
Cergy le Haut,87382655,2015,6647546
Cessieu,87723452,2015,29255
Ceyzériat,87743302,2015,4297
Chabanais,87592873,2015,6885
Chalais,87583690,2015,17180
Chamousset,87741231,2015,26523
Champagne-Ardenne TGV,87171926,2015,917725
Champagnole Paul-Émile Victor,87352047,2015,6323
Chantenay,87481051,2015,26504
Chaponost,87722710,2015,59240
Château-du-Loir,87396606,2015,161909
Château-Gaillard,87543066,2015,3856
Châtel-Censoir,87696856,2015,3652
Chauffailles,87694778,2015,31888
Chaulnes,87313478,2015,96724
Chaumont,87142000,2015,420282
Chauny,87296616,2015,466632
Chaux-des-Crotenay,87715383,2015,1993
Chevaigné,87471458,2015,31216
Chevrières,87276311,2015,29656
Chézy-sur-Marne,87116574,2015,97565
Chouzy-sur-Cisse,87574301,2015,13082
Clacy - Mons,87296178,2015,769
Clermont La Pardieu,87782607,2015,308942
Clichy - Levallois,87381129,2015,8018296
Clion sur Seugne,87491134,2015,42
Cognac,87491449,2015,154573
Coignières,87393272,2015,565792
Collioure,87784256,2015,89884
Colmar,87182014,2015,3586247
Condat - Le Lardin,87594382,2015,33378
Condé-sur-Huisne,87394288,2015,18717
Conflans - Jarny,87192666,2015,135639
Conflans-Sainte-Honorine,87381897,2015,4442590
Corbeil-Essonnes,87681007,2015,7600151
Corcieux Vanémont,87144196,2015,5660
Cormery,87571430,2015,121990
Coucy-lès-Eppes,87171769,2015,7102
Courcelles-sur-Nied,87192211,2015,30617
Courville-sur-Eure,87394221,2015,307355
Cousance,87718270,2015,6757
Couzon-au-Mont-d'Or,87721241,2015,39429
Creil,87276006,2015,4771298
Croix L'Allumette,87281055,2015,1465
Cubzac-les-Ponts,87491266,2015,5030
Dannemarie,87182253,2015,90221
Die,87761841,2015,52579
Douai,87345009,2015,2908863
Drancy,87271403,2015,7883390
Dreuil-lès-Amiens,87316075,2015,13322
Égletons,87594168,2015,34935
Épanvilliers,87575357,2015,1149
Épinay-sur-Seine,87271148,2015,2700882
Épluches,87276147,2015,68305
Épouville,87413732,2015,2367
Éragny - Neuville,87381418,2015,746705
Erstein,87214148,2015,488510
Escaudœuvres,87345496,2015,49
Essonnes Robinson,87681601,2015,360066
Étain,87175794,2015,74519
Étang-sur-Arroux,87694141,2015,81646
Étriché - Châteauneuf,87484154,2015,57751
Évian-les-Bains,87745679,2015,187774
Évry Val de Seine,87681361,2015,1045105
Évry-Courcouronnes,87681387,2015,10369452
Exideuil,87592881,2015,834
Faulquemont,87193359,2015,181472
Fécamp,87413542,2015,95219
Fépin,87172874,2015,7440
Feuquières - Fressenneville,87317503,2015,19122
Forbach,87193003,2015,365895
Fourchambault,87696229,2015,19230
Francheville,87722702,2015,58285
Fresnoy-le-Grand,87296293,2015,17913
Frontignan,87773556,2015,321072
Fronville,87175075,2015,661
Futuroscope,87324095,2015,163611
Garancières - La Queue,87393439,2015,321234
Garches - Marnes-la-Coquette,87382259,2015,1797137
Gardanne,87751420,2015,517026
Gestel,87476309,2015,7922
Gien,87684290,2015,127974
Gilley,87718577,2015,21001
Glos - Montfort,87415349,2015,1769
Grand Bourg,87681353,2015,450127
Gravelines,87281246,2015,20857
Grenoble,87747006,2015,7549493
Gretz-Armainvilliers,87116012,2015,943338
Grigny Centre,87681379,2015,6395274
Grigny le Sablon,87722298,2015,60721
Grisolles,87611673,2015,92928
Groisy - Thorens-Glières,87746248,2015,63268
Gundershoffen,87213223,2015,75320
Hangest-sur-Somme,87313114,2015,42167
Harfleur Halte,87413708,2015,4463
Hasenrain,87181024,2015,378
Hatrize,87192724,2015,1601
Heilly,87316059,2015,4917
Herchies,87313692,2015,5587
Herrlisheim,87212340,2015,158057
Hettange-Grande,87191163,2015,524189
Hoenheim Tram,87338517,2015,74593
Houlgate,87444406,2015,14511
Hundling,87193540,2015,37398
Illfurth,87182204,2015,52073
Ingrandes sur Vienne,87575134,2015,3017
Invalides,87393033,2015,12310511
Isbergues,87342279,2015,196134
Issou - Porcheville,87381574,2015,201878
Iwuy,87345397,2015,7871
Janzé,87471334,2015,294176
Jarrie - Vizille,87747535,2015,29168
Jarville-la-Malgrange,87141010,2015,25777
Jassonneix,87594085,2015,17
Jœuf,87191700,2015,35302
Joigny,87683243,2015,340390
Joncet,87784710,2015,29
Jouy,87394155,2015,118183
Kerhuon,87474213,2015,38793
Keskastel,87215491,2015,48090
Koenigsmacker,87191619,2015,1585
Kruth,87182642,2015,25185
La Bachellerie,87595595,2015,957
La Barasse,87635581,2015,4047
La Baule-Escoublac,87481754,2015,401904
La Cave,87595215,2015,330
La Chaize-le-Vicomte,87486308,2015,4219
La Chapelle - Aulnay,87590364,2015,12746
La Chaumusse - Fort-du-Plasne,87715391,2015,3331
La Courneuve - Aubervilliers,87271304,2015,13002415
La Couronne Carro,87753541,2015,34769
La Faloise,87313239,2015,9207
La Fère,87296632,2015,135172
La Ferté-Saint-Aubin,87543124,2015,137115
La Fouillouse,87726232,2015,7065
La Frayère,87757740,2015,54379
La Garde,87755306,2015,72684
La Grand-Combe,87775254,2015,19051
La Haie-Fouassière,87481416,2015,89051
La Jarrie,87485185,2015,0
La Joux,87746842,2015,322
La Meyze,87592808,2015,2861
La Pomme,87751719,2015,4165
La Rivière-Drugeon,87715144,2015,17667
La Roche-Maurice,87474262,2015,10990
La Ville-Dieu-du-Temple,87611459,2015,11127
La Wantzenau,87212316,2015,49467
Labège Innopole,87612002,2015,172479
Labergement-Sainte-Marie,87715219,2015,8873
Labruguière,87615526,2015,8753
Lacourtensourt,87611434,2015,32813
Lagny - Thorigny,87116319,2015,3561964
Lamagistère,87611855,2015,20983
Lamarche,87144303,2015,1019
Lamonzie-Saint-Martin,87584243,2015,1321
Landerneau,87474239,2015,595751
Landévant,87476234,2015,40203
Landivisiau,87474270,2015,132611
Landry,87741777,2015,34715
Laneuveville-devant-Nancy,87141093,2015,9548
Langeac,87734319,2015,23675
Lannemezan,87671123,2015,105410
L'Arbresle,87721431,2015,735649
Lardy,87545160,2015,447043
L'Argentière Les Écrins,87763557,2015,53159
Laroque-Timbaut,87586412,2015,491
Laval,87478404,2015,1248381
Lavaufranche,87597740,2015,301
Lavaur,87615476,2015,154669
Le Bosquet,87757757,2015,50071
Le Buet,87746883,2015,1377
Le Burg,87594614,2015,517
Le Cellier,87481168,2015,33316
Le Coteau,87726828,2015,111711
Le Dramont,87757542,2015,6413
Le Haut Banc,87316687,2015,6543
Le Havre,87413013,2015,1749706
Le Lioran,87645473,2015,25580
Le Pallet,87481424,2015,147182
Le Péage-de-Roussillon,87722678,2015,792485
Le Pont-de-Beauvoisin,87741470,2015,208662
Le Pont-de-Claix,87747519,2015,12466
Le Puy-en-Velay,87734699,2015,251698
Le Teich,87582601,2015,194788
Le Vert de Maisons,87681247,2015,3318507
Le Vieux Briollay,87484139,2015,20489
Lentilly,87721555,2015,264332
Les Arcs - Draguignan,87755447,2015,795535
Les Bardys,87592048,2015,5023
Les Bons Pères,87297515,2015,1070
Les Cauquillous,87328021,2015,16376
Les Clairières de Verneuil,87386664,2015,405538
Les Églisottes-et-Chalaures,87584532,2015,12777
Les Mais,87473587,2015,280
Les Perrières,87691600,2015,1717
Les Rosiers-sur-Loire,87487876,2015,52118
Les Tines,87746834,2015,2415
Les Trillers,87641373,2015,2143
Les Vallées,87386300,2015,4079450
Les Yvris Noisy-le-Grand,87113803,2015,889783
Lieusaint - Moissy,87682153,2015,5757090
Lille Europe,87223263,2015,7846574
Lille Porte de Douai,87287250,2015,19537
L'Isle-Jourdain,87611806,2015,262164
L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse,87765479,2015,165896
L'Isthme,87476275,2015,2352
Logelbach,87182345,2015,36040
Longecourt-en-Plaine,87712620,2015,6444
Longpont,87271775,2015,177
Longpré-les-Corps-Saints,87313122,2015,147432
Longueil-Annel,87272195,2015,18279
Longueil-Sainte-Marie,87276303,2015,43509
Longwy,87194001,2015,506845
Loreux,87576157,2015,4652
Loriol-sur-Drôme,87761262,2015,55570
Louhossoa,87673673,2015,484
Ludres,87141481,2015,15639
Lumes,87172189,2015,20192
Lunéville,87141150,2015,923786
Lussac-les-Châteaux,87575845,2015,24970
Lutzelbourg,87215160,2015,59662
Luxé,87583823,2015,22633
Luxeuil-les-Bains,87185595,2015,29914
Machilly,87745588,2015,17134
Mandelieu-la-Napoule,87757591,2015,133909
Manosque - Gréoux-les-Bains,87751321,2015,131216
Mantes Station,87381590,2015,921561
Marans,87485060,2015,1423
Marbache,87141796,2015,16503
Marignac - Saint-Béat,87611194,2015,4007
Marmagne,87576132,2015,6778
Maroeuil,87342188,2015,22069
Maromme,87411249,2015,108387
Marseillan Plage,87781294,2015,7208
Marseille-en-Beauvaisis,87313726,2015,34494
Massy - Palaiseau,87393579,2015,4508499
Maubeuge,87295006,2015,475237
Maurs,87645168,2015,12099
Mazingarbe,87342121,2015,1373
Mennessis,87296434,2015,10404
Mérignac Arlac,87278259,2015,83656
Méru,87313668,2015,803770
Meuse TGV,87147322,2015,202506
Meximieux - Pérouges,87723585,2015,679778
Millau,87783001,2015,80605
Molinges,87743591,2015,1452
Monestier-de-Clermont,87747592,2015,29440
Monnaie,87574681,2015,28395
Monnerville,87545111,2015,21882
Montastruc-la-Conseillère,87615369,2015,108290
Montbarrey,87718866,2015,561
Montbrison,87726448,2015,160660
Mont-Dauphin - Guillestre,87763508,2015,85980
Monte-Carlo Country Club,87338590,2015,11956
Montereau,87682302,2015,2782996
Montluçon Rimard,87323675,2015,8532
Montluel,87723569,2015,487928
Montmoreau,87583674,2015,8848
Montreuil-sur-Ille,87478032,2015,243526
Montrond-les-Bains,87726885,2015,105934
Montry - Condé,87116400,2015,64462
Morannes,87484170,2015,45928
Moret - Veneux-les-Sablons,87682278,2015,1669911
Moreuil,87313320,2015,146451
Morlaix,87474338,2015,543195
Morvillars,87184424,2015,0
Mouchard,87718833,2015,139097
Mussidan,87595298,2015,153845
Mutzig,87214585,2015,239957
Nançois - Tronville,87175067,2015,1434
Nancy,87141002,2015,7918088
Nanterre Université,87386318,2015,5665620
Nanteuil - Saâcy,87116558,2015,727008
Neau,87478545,2015,3924
Négrondes,87595132,2015,2202
Nemours - Saint-Pierre,87684126,2015,1561329
Neuilly - Porte Maillot,87381020,2015,5844164
Neuilly-Saint-Front,87116681,2015,3696
Neuves-Maisons,87141507,2015,23481
Niolon,87753582,2015,34892
Nogent-l'Artaud - Charly,87116566,2015,376537
Nort-sur-Erdre,87481598,2015,265831
Notre-Dame de Briançon,87741694,2015,5632
Obermodern-Zutzendorf,87213165,2015,194131
Ogeu-les-Bains,87672709,2015,7582
Olonne-sur-Mer,87486431,2015,3266
Orchamps,87718361,2015,49207
Origny-en-Thiérache,87296145,2015,14695
Orry-la-Ville - Coye,87276279,2015,1451908
Ostricourt,87345249,2015,159923
Oudon,87481184,2015,98238
Oullins,87722207,2015,129690
Pagny-le-Château,87713669,2015,8135
Pantin,87113209,2015,8605431
Paris Austerlitz,87547000,2015,23300254
Paris Saint-Lazare,87384008,2015,107165727
Parthenay,87487173,2015,43508
Pas des Lanciers,87753285,2015,161199
Peille,87756791,2015,8002
Peillon Sainte-Thècle,87756783,2015,6977
Pérenchies,87286278,2015,103683
Perpignan,87784009,2015,1758375
Petit Vaux,87393652,2015,371331
Peyrehorade,87672337,2015,20360
Pierre-Buffière,87592253,2015,14953
Pléchâtel,87471177,2015,24308
Plouaret Trégor,87473181,2015,134336
Plouvara - Plerneuf,87473132,2015,1176
Pointe de Grave,87581397,2015,534
Pommevic,87618058,2015,563
Pont d'Ardres,87281410,2015,2989
Pont du Garigliano - Hôpital Européen Georges Pompidou,87393322,2015,3094718
Pont-à-Mousson,87141820,2015,979424
Pontarlier,87715003,2015,176497
